bits,v_ind,r_density,r_naive_p,left_ind,right_ind,left_cnt,right_cnt,density,naive_p
4,33087493,14601019,14601019,268955,269055,50,50,5.3990559242204994e-01,1.0654964547234807e-02
3,53318533,4986,4986,433435,433535,50,50,1.4108076929495010e+00,1.9768122350097142e-49
3,53318656,4681,4681,433436,433536,50,50,1.4178489254537072e+00,6.3107641066275341e-50
3,53318779,4739,4739,433437,433537,50,50,1.4167438413620128e+00,7.5505505365618176e-50
3,53318902,4778,4778,433438,433538,50,50,1.4158497545786490e+00,8.7293737898983910e-50
3,53319025,4855,4855,433439,433539,50,50,1.4140014690752392e+00,1.1780768997703277e-49
3,53319148,4808,4808,433440,433540,50,50,1.4150480524563434e+00,9.9417498261471484e-50
3,53319271,4876,4876,433441,433541,50,50,1.4136130733300936e+00,1.2546492838205841e-49
3,53319394,4888,4888,433442,433542,50,50,1.4133820271006265e+00,1.3025362394306727e-49
3,53320501,4817,4817,433451,433551,50,50,1.4148371645981705e+00,1.0287682275460915e-49
3,53320624,4649,4649,433452,433552,50,50,1.4187911192862135e+00,5.4156013008565024e-50
3,53320747,4615,4615,433453,433553,50,50,1.4196901173441347e+00,4.6799319488745047e-50
3,63300352,4848,4848,514588,514688,50,50,1.4140722756055262e+00,1.1646286842899120e-49
3,63300475,4225,4225,514589,514689,50,50,1.4308041643071128e+00,7.6725359958980777e-51
3,63300598,4268,4268,514590,514690,50,50,1.4293702120030032e+00,9.6918406941733159e-51
3,63300721,4079,4079,514591,514691,50,50,1.4348610085994069e+00,3.9595023138273364e-51
3,63300844,3955,3955,514592,514692,50,50,1.4380327731836662e+00,2.3592966176749550e-51
3,63300967,3751,3751,514593,514693,50,50,1.4435266307872956e+00,9.6118825456558025e-52
3,63301090,3984,3984,514594,514694,50,50,1.4370983065095162e+00,2.7482238001585486e-51
3,63301213,4203,4203,514595,514695,50,50,1.4314946461479636e+00,6.8559022416270745e-51
3,63301336,4188,4188,514596,514696,50,50,1.4316733223286882e+00,6.6591035147472387e-51
3,63301459,4310,4310,514597,514697,50,50,1.4283024322080764e+00,1.1532804100851879e-50
3,63301582,4166,4166,514598,514698,50,50,1.4321620520580849e+00,6.1491370736509197e-51
3,63301705,4641,4641,514599,514699,50,50,1.4190548658940003e+00,5.1885521342474221e-50
3,63301828,4695,4695,514600,514700,50,50,1.4174533766076189e+00,6.7292542047843850e-50
3,63302074,4877,4877,514602,514702,50,50,1.4135897710808201e+00,1.2593981666853669e-49
3,63302197,4933,4933,514603,514703,50,50,1.4120437257202796e+00,1.6180582667749438e-49
3,63302320,4973,4973,514604,514704,50,50,1.4111813685094694e+00,1.8606979344413011e-49
3,32559457,4927,4927,264662,264762,50,50,1.4122318688008950e+00,1.5694696137993125e-49
3,32559826,3806,3806,264665,264765,50,50,1.4418688772668777e+00,1.2605140071714622e-51
3,32559949,3744,3744,264666,264766,50,50,1.4437423381232335e+00,9.2786335782636743e-52
3,32560195,4830,4830,264668,264768,50,50,1.4145241914777411e+00,1.0823339244365176e-49
3,32560318,4755,4755,264669,264769,50,50,1.4163099438032569e+00,8.1013357910602451e-50
3,32560441,4806,4806,264670,264770,50,50,1.4151135901957024e+00,9.8366275657399757e-50
3,32560564,3896,3896,264671,264771,50,50,1.4394896431236617e+00,1.8596427880037536e-51
3,32560687,3469,3469,264672,264772,50,50,1.4518154847972451e+00,2.4731945419105654e-52
3,32560810,3267,3267,264673,264773,50,50,1.4593194860139469e+00,7.2164248455594680e-53
3,32560933,3302,3302,264674,264774,50,50,1.4581402699118378e+00,8.7591148675196572e-53
3,32561056,3666,3666,264675,264775,50,50,1.4457571411642189e+00,6.6726857888890870e-52
3,32561179,4233,4233,264676,264776,50,50,1.4305736363629762e+00,7.9662539380493066e-51
3,32561302,4374,4374,264677,264777,50,50,1.4265384873417695e+00,1.5369285096147711e-50
3,32561425,4034,4034,264678,264778,50,50,1.4358912856591790e+00,3.3467514523487774e-51
3,32561548,4102,4102,264679,264779,50,50,1.4338262178111640e+00,4.6876516051253423e-51
3,32561671,4572,4572,264680,264780,50,50,1.4209123257482015e+00,3.8371469885473302e-50
3,32561794,4707,4707,264681,264781,50,50,1.4172518144104282e+00,6.9530470441961207e-50
3,53317798,4249,4249,433429,433529,50,50,1.4299650880388641e+00,8.7966583465412940e-51
3,53317921,3483,3483,433430,433530,50,50,1.4514052046619723e+00,2.6452871546501214e-52
3,53318044,3369,3369,433431,433531,50,50,1.4552410386955574e+00,1.4099487112469194e-52
3,53318167,3399,3399,433432,433532,50,50,1.4543516324196657e+00,1.6315198676542257e-52
3,53318290,3225,3225,433433,433533,50,50,1.4608812949784626e+00,5.5826758032030819e-53
3,53318413,3198,3198,433434,433534,50,50,1.4622888198299593e+00,4.4292806063384033e-53
3,53318536,3021,3021,433435,433535,50,50,1.4680984198045277e+00,1.7023847544570908e-53
3,53318659,2588,2588,433436,433536,50,50,1.4851376077181477e+00,1.0214487326226044e-54
3,53318782,2779,2779,433437,433537,50,50,1.4771196782520106e+00,3.8448300649976197e-54
3,53318905,2589,2589,433438,433538,50,50,1.4850641614698528e+00,1.0339403382966079e-54
3,53319028,2528,2528,433439,433539,50,50,1.4884986959453554e+00,5.8550143832780033e-55
3,53319151,2565,2565,433440,433540,50,50,1.4862114232096537e+00,8.5511538066593367e-55
3,53319274,2542,2542,433441,433541,50,50,1.4876754298460502e+00,6.7103871110505632e-55
3,53319397,2514,2514,433442,433542,50,50,1.4890398196935954e+00,5.3529896282433125e-55
