bits,v_ind,r_density,r_naive_p,left_ind,right_ind,left_cnt,right_cnt,density,naive_p
4,380161,45439,45439,7918,7924,3,3,1.8732205981785448e+00,1.0039626596534089e-07
4,479233,285648,285648,9982,9988,3,3,1.3445591794230520e+00,7.5480401412771636e-05
4,676561,748162,748162,14093,14099,3,3,1.0919345436931673e+00,1.3731609173487785e-03
4,912721,82531,82531,19013,19019,3,3,1.6956293904991004e+00,9.9004946367986211e-07
4,912913,774027,774027,19017,19023,3,3,1.0832910285050521e+00,1.5100142575995873e-03
4,913441,133194,133194,19028,19034,3,3,1.5570728604419930e+00,5.6657256887559090e-06
4,1209409,117969,117969,25194,25200,3,3,1.5918180662929131e+00,3.6720403899043445e-06
4,1338001,100591,100591,27873,27879,3,3,1.6376889311927605e+00,2.0631895866374386e-06
3,2250193,2653,2653,46877,46883,3,3,2.7682744452798924e+00,5.2838862619738468e-13
3,25266288,4252,4252,526377,526384,3,3,2.6163325579322452e+00,4.3970665042587866e-12
4,25266432,5108,5108,526381,526387,3,3,2.5577563063906910e+00,9.9025962831103134e-12
3,25671216,3159,3159,534812,534820,3,3,2.7133284448340098e+00,1.1392724749424595e-12
3,25671264,3222,3222,534814,534821,3,3,2.7063869921795471e+00,1.2551920302034727e-12
3,25868112,2976,2976,538916,538922,3,3,2.7328532282150326e+00,8.6730561734815682e-13
3,25868160,1772,1772,538917,538923,3,3,2.8961236537849646e+00,8.7669055782797247e-14
3,25868208,3580,3580,538918,538925,3,3,2.6716483410677845e+00,2.0373592090675612e-12
4,26202576,31074,31074,545882,545891,3,3,1.9878890731201342e+00,2.2295376176392824e-08
4,27092064,87695,87695,564412,564421,3,3,1.6777313843182076e+00,1.2429817411259014e-06
4,27912000,20122,20122,581497,581505,3,3,2.1228572812380269e+00,3.7050266359887943e-09
