bits,v_ind,r_density,r_naive_p,left_ind,right_ind,left_cnt,right_cnt,density,naive_p
3,49587451,4341,4341,403116,403186,35,35,1.6013723397709527e+00,4.1315415271181239e-45
3,49587574,4442,4442,403117,403187,35,35,1.5974739481127205e+00,6.5944993817980046e-45
3,49587697,3890,3890,403118,403188,35,35,1.6182222087759033e+00,5.4494818878849241e-46
3,49587820,3879,3879,403119,403189,35,35,1.6185493190513938e+00,5.2389451093132261e-46
3,49587943,3995,3995,403120,403190,35,35,1.6139542889659637e+00,9.1096226761000291e-46
3,49588066,3635,3635,403121,403191,35,35,1.6288329306618774e+00,1.5159256309923061e-46
3,49588189,3983,3983,403122,403192,35,35,1.6144136431420932e+00,8.6197257401272839e-46
3,49588312,4329,4329,403123,403193,35,35,1.6020169717642856e+00,3.8239803968722221e-45
3,49588435,4268,4268,403124,403194,35,35,1.6042984875901625e+00,2.9078381072853859e-45
3,49588558,3963,3963,403125,403195,35,35,1.6151246517556892e+00,7.9127902369706400e-46
3,49588681,4016,4016,403126,403196,35,35,1.6130948199147706e+00,1.0102101951481269e-45
3,49588804,4149,4149,403127,403197,35,35,1.6079917078810928e+00,1.8659403698207179e-45
3,49588927,4185,4185,403128,403198,35,35,1.6068391945221803e+00,2.1430906361588362e-45
3,49589050,4682,4682,403129,403199,35,35,1.5907884818982079e+00,1.4689776212603813e-44
3,49589173,4664,4664,403130,403200,35,35,1.5911894250058765e+00,1.4001343297714938e-44
3,49589296,4614,4614,403131,403201,35,35,1.5923549369921617e+00,1.2177625752057730e-44
3,49589419,4843,4843,403132,403202,35,35,1.5863839408946705e+00,2.4882060336691445e-44
3,49589542,4953,4953,403133,403203,35,35,1.5828069833320111e+00,3.8157848733682081e-44
3,49589665,4638,4638,403134,403204,35,35,1.5919197826245255e+00,1.2828997025350049e-44
3,49589788,4600,4600,403135,403205,35,35,1.5927297761577273e+00,1.1643067593630759e-44
3,49589911,4124,4124,403136,403206,35,35,1.6089839719315311e+00,1.6561706099056641e-45
3,49590034,4089,4089,403137,403207,35,35,1.6101186805568588e+00,1.4449848060509727e-45
3,49590157,3962,3962,403138,403208,35,35,1.6152429703327524e+00,7.8008994477611129e-46
3,49590280,3913,3913,403139,403209,35,35,1.6172758904682181e+00,6.1073226778166963e-46
3,49590403,3847,3847,403140,403210,35,35,1.6199289156859942e+00,4.4367269060972488e-46
3,49590526,3876,3876,403141,403211,35,35,1.6187416689488487e+00,5.1189550827328586e-46
3,49590649,3948,3948,403142,403212,35,35,1.6158063560600200e+00,7.2894053661960706e-46
3,49590772,4025,4025,403143,403213,35,35,1.6127804829377221e+00,1.0491442980402722e-45
3,49590895,4559,4559,403144,403214,35,35,1.5940677777606627e+00,9.9189349120990743e-45
3,49591018,4727,4727,403145,403215,35,35,1.5895565655801476e+00,1.7023620595792909e-44
3,53317303,4728,4728,433440,433510,35,35,1.5895444818715114e+00,1.7048256486733926e-44
3,53317426,3969,3969,433441,433511,35,35,1.6149329411623137e+00,8.0974965286741787e-46
3,53317549,3302,3302,433442,433512,35,35,1.6446531816989360e+00,2.2377827834716859e-47
3,53317672,3094,3094,433443,433513,35,35,1.6543840291407372e+00,6.8767208033372099e-48
3,53317795,2880,2880,433444,433514,35,35,1.6653135811047275e+00,1.8221356274708266e-48
3,53317918,2850,2850,433445,433515,35,35,1.6666224525877333e+00,1.5538841627798585e-48
3,53318041,2957,2957,433446,433516,35,35,1.6612200387618492e+00,2.9975576349937488e-48
3,53318164,2700,2700,433447,433517,35,35,1.6744198771315848e+00,6.0119015055897546e-49
3,53318287,2512,2512,433448,433518,35,35,1.6840166955206317e+00,1.8644068543517804e-49
3,53318410,2269,2269,433449,433519,35,35,1.6990570573742434e+00,2.9627346174173452e-50
3,53318533,2011,2011,433450,433520,35,35,1.7135817733507241e+00,4.9887973979891248e-51
3,53318656,1668,1668,433451,433521,35,35,1.7349486058405559e+00,3.5968242717422582e-52
3,53318779,1618,1618,433452,433522,35,35,1.7387165436115259e+00,2.2596603340623962e-52
3,53318902,1555,1555,433453,433523,35,35,1.7442272245220101e+00,1.1443039235668925e-52
3,53319025,1577,1577,433454,433524,35,35,1.7427126995854225e+00,1.3797025035866499e-52
3,53319148,1679,1679,433455,433525,35,35,1.7341322075098915e+00,3.9777820955544722e-52
3,53319271,1695,1695,433456,433526,35,35,1.7332482366022803e+00,4.4358214131284160e-52
3,53319394,1632,1632,433457,433527,35,35,1.7376451906313410e+00,2.5790383240904890e-52
3,53319517,1489,1489,433458,433528,35,35,1.7502389742888840e+00,5.4428730134158674e-53
3,53319640,1583,1583,433459,433529,35,35,1.7421841670533615e+00,1.4727611481329040e-52
3,53319763,1574,1574,433460,433530,35,35,1.7428926750898186e+00,1.3493734691180608e-52
3,53319886,1752,1752,433461,433531,35,35,1.7294320997925596e+00,7.0994196812345936e-52
3,53320009,1641,1641,433462,433532,35,35,1.7369883288407408e+00,2.7967514590165679e-52
3,53320132,1931,1931,433463,433533,35,35,1.7181159884502601e+00,2.8577541892215384e-51
3,53320255,2008,2008,433464,433534,35,35,1.7137494684220620e+00,4.8870914467922946e-51
3,53320378,2217,2217,433465,433535,35,35,1.7017444282705005e+00,2.1316087109980810e-50
3,53320501,2728,2728,433466,433536,35,35,1.6732050347533938e+00,6.9712080849187635e-49
3,53320624,3187,3187,433467,433537,35,35,1.6498851009915194e+00,1.1869422405714617e-47
3,53320747,4007,4007,433468,433538,35,35,1.6133882008495510e+00,9.7517408557916430e-46
3,53320870,4439,4439,433469,433539,35,35,1.5976689555840657e+00,6.4421081390077878e-45
