bits,v_ind,r_density,r_naive_p,left_ind,right_ind,left_cnt,right_cnt,density,naive_p
3,149521,4434,4434,3114,3118,2,2,2.7658674385650737e+00,7.2234496699505355e-10
4,380161,19521,19521,7919,7923,2,2,2.2613760807210044e+00,1.1075148994355525e-07
4,479233,113194,113194,9983,9987,2,2,1.6960972862303954e+00,2.4840819152490230e-05
4,676561,205807,205807,14094,14098,2,2,1.5142055574785056e+00,1.3161919076913430e-04
4,912721,185008,185008,19014,19018,2,2,1.5463472963427141e+00,9.8358487993198607e-05
4,912913,308781,308781,19018,19022,2,2,1.3946774925534049e+00,3.8334463884078407e-04
4,913441,283243,283243,19029,19033,2,2,1.4198383489271023e+00,3.0669933685840994e-04
4,1209409,160960,160960,25195,25199,2,2,1.5884730388819310e+00,6.6991883652258742e-05
4,1338001,31513,31513,27874,27878,2,2,2.1026770495451981e+00,5.2102730542151315e-07
7,25266432,4339,4339,526382,526386,2,2,2.7728814231304488e+00,6.7286534566146368e-10
3,25396416,3160,3160,529090,529094,2,2,2.8781028047211068e+00,2.3142706961825085e-10
3,25671216,4170,4170,534814,534819,2,2,2.7865561020664957e+00,5.8589211957156580e-10
3,25671264,2594,2594,534816,534820,2,2,2.9457392305041212e+00,1.1622808093844811e-10
3,25868112,2064,2064,538917,538921,2,2,3.0160524589314650e+00,5.6684199500890340e-11
3,25868160,1759,1759,538918,538922,2,2,3.0684929217830130e+00,3.3136186765361253e-11
3,25868208,3110,3110,538919,538923,2,2,2.8833405229898332e+00,2.1942359776763561e-10
4,26202576,21793,21793,545884,545890,2,2,2.2237317721148622e+00,1.6018513408778349e-07
4,27092064,36214,36214,564413,564420,2,2,2.0572304257984273e+00,8.0880806886380074e-07
4,27912000,15096,15096,581498,581504,2,2,2.3481294716013883e+00,4.7134354043202734e-08
